Code,Alpha,Name,Address,City,State,Zip,Gross Area,Assignable
0215.04,215D,Facilities Management Warehouse,1730 N Vine Ave,TUCSON,AZ,85719,"1,808.00","1,656.00"
0216.00,216,Health Sciences Innovation Building,1670 E Drachman,TUCSON,AZ,85719,"261,248.66","113,908.00"
0221.00,221,Life Sciences North,1333 N Martin Ave,TUCSON,AZ,85719,"125,524.00","54,021.00"
0222.00,222,Leon Levy Cancer Center,1515 N Campbell Ave,TUCSON,AZ,85719,"85,971.00","46,549.00"
0222.01,222A,Sydney E. Salmon Building,1515 N Campbell Ave,TUCSON,AZ,85719,"102,100.00","55,685.00"
0228.00,228,COPH-Center For Health Equality,1145 N Campbell Ave,TUCSON,AZ,85719,"2,586.00","1,615.00"
0231.00,231,University of Arizona Health Sciences Garage,1401 N Campbell Ave,TUCSON,AZ,85719,"273,340.00","135,013.00"
0240.00,240,Thomas W. Keating Bioresearch Building,1657 E Helen St,TUCSON,AZ,85719,"190,691.00","102,731.00"
0241.00,241,Medical Research Building,1656 E Mabel St,TUCSON,AZ,85719,"144,988.00","79,518.00"
0242.00,242,Bioscience Research Laboratories,1230 N Cherry Ave,TUCSON,AZ,85719,"172,623.07","95,381.00"
0290.00,290,Warren Apartments,1633-1639 E 1 St,TUCSON,AZ,85719,"3,486.18","3,022.00"
0300.01,300A,University Services Annex West,220 W 6 St,TUCSON,AZ,85701,"71,560.00","39,892.00"
0300.02,300B,University Services Annex East,220 W 6 St,TUCSON,AZ,85701,"23,678.00","17,241.00"
0301.00,301,University Library Storage,301 N Cherry Ave,TUCSON,AZ,85719,"1,021.00",888.00
0302.00,302,Confluencenter For Creative Inquiry,1133 E Helen St,TUCSON,AZ,85719,"1,810.00","1,421.00"
0304.00,304,School Of Music,1022 S Euclid Ave,TUCSON,AZ,85719,"3,012.00","1,300.00"
0305.00,305,Rincon Vista Track Field,2355 E Winsett St,TUCSON,AZ,85719,0.00,0.00
0306.00,306,ICA Service Facilities,501 S Plumer Ave,TUCSON,AZ,85719,"2,337.00","1,191.00"
0307.00,307,Ground Maintenance,2331 E Winsett St,TUCSON,AZ,85719,600.00,558.00
0308.00,308,Rope Course Facility,2355 E Winsett St,TUCSON,AZ,85719,"1,428.00","1,178.00"
0309.00,309,Rope Course Facility,2355 E Winsett St,TUCSON,AZ,85719,325.00,109.00
0310.00,310,Murphey Field House,2300 E 15 St,TUCSON,AZ,85719,"1,857.00","1,297.00"
0311.00,311,ICA Timer Building,2217 E Winsett St,TUCSON,AZ,85719,247.00,127.00
0312.00,312,Residence Life Facilities,411 S Plumer Ave,TUCSON,AZ,85719,"12,496.76","7,234.00"
0323.00,323,TBA,1510-1512 E 7 St,TUCSON,AZ,85719,"1,621.00","1,378.00"
0324.00,324,TBA,1423 E 8th St,TUCSON,AZ,85719,"2,031.00","1,355.00"
0328.00,328,SBS Annex 44,44 E Broadway Blvd,TUCSON,AZ,85711,"2,367.00","1,938.00"
0329.00,329,1070-1072 N. Warren Ave.,1070 N Warren Ave,TUCSON,AZ,85719,665.00,585.00
0329.01,329A,Leased Out,1072 N Warren Ave,TUCSON,AZ,85719,435.00,394.00
0330.00,330,Imaging Technology Lab,325 S Euclid Ave,TUCSON,AZ,85719,"10,481.00","8,172.00"
0335.00,335,Hi Corbett Field,3400 E Camino Campestre Stra,TUCSON,AZ,85711,"12,312.00","9,655.00"
0335.01,335A,Hi Corbett Field Ticket Office-Press Box,3400 E Camino Campestre Stra,TUCSON,AZ,85711,"6,771.94","4,489.00"
0335.02,335B,Hi Corbett Field Clubhouse,3400 E Camino Campestre Stra,TUCSON,AZ,85711,"7,116.17","5,571.00"
0335.03,335C,Hi Corbett Field Coaches Offices,3400 E Camino Campestre Stra,TUCSON,AZ,85711,"4,899.05","2,528.00"
0335.04,335D,Hi Corbett Field Restrooms,3400 E Camino Campestre Stra,TUCSON,AZ,85711,"2,006.72",0.00
0335.05,335E,Hi Corbett Field Concessions,3400 E Camino Campestre Stra,TUCSON,AZ,85711,"1,510.82","1,335.00"
0335.06,335F,Hi Corbett Field Restroom-Concessions,3400 E Camino Campestre Stra,TUCSON,AZ,85711,"3,047.67",694.00
0335.07,335G,Terry Francona Hitting Facility,"3400 E Camino Campestre Stra, 85711",TUCSON,AZ,85711,"9,458.33","9,196.00"
0336.00,336,Roy Place Building,44 N Stone Ave,TUCSON,AZ,85701,"22,713.12","16,301.00"
0339.00,339,Tumamoc Annex,1601 W Anklam,TUCSON,AZ,85745,"3,059.31","1,167.00"
0339.01,339A,Tumamoc Annex Garage A,1601 W Anklam,TUCSON,AZ,85745,"1,280.68",966.00
0339.02,339B,Tumamoc Annex Garage B,1601 W Anklam,TUCSON,AZ,85745,756.00,584.00
0340.00,340,Plumer Parking Facility I,315 S Plumer Ave,TUCSON,AZ,85719,"11,637.00","11,209.00"
0340.01,340A,Plumer Parking Facility II,315 S Plumer Ave,TUCSON,AZ,85719,"2,336.00","2,240.00"
0340.02,340B,Plumer Parking Facility III,315 S Plumer Ave,TUCSON,AZ,85719,621.00,567.00
0341.00,341,Pima County Abrams Building,3950 S Country Club,TUCSON,AZ,85714,"20,760.00","17,646.00"
0342.00,342,Storage,1109 E 7 St,TUCSON,AZ,85721,"1,409.74",815.00
0342.01,342A,Storage,1109 E 7 St,TUCSON,AZ,85721,520.73,272.00
0343.00,343,Storage,1109 E 7 St,TUCSON,AZ,85721,888.89,844.00
0343.01,343A,Storage,1109 E 7 St,TUCSON,AZ,85721,375.21,389.00
0346.00,346,TBA,"1601 N Tucson Blvd, #3",TUCSON,AZ,85716,"1,071.24",689.00
0350.00,350,The Park - COM Pediatrics,"4455 E Camelback Rd, #E125",PHOENIX,AZ,85018,"2,718.00","2,211.00"
0351.00,351,CALS Pima County Cooperative Extension,530 E Whitehouse Canyon,GREEN VALLEY,AZ,85614,979.00,832.00
0354.00,354,University of Arizona - Santa Cruz,2021 N Grand Ave,NOGALES,AZ,85621,"2,497.00","2,171.00"
0355.00,355,1301 CT Two LLC,"1301 Connecticut Ave, NW, #500",WASHINGTON,DC,20036,"2,216.00","1,928.00"
0358.00,358,TBA,330 N Vine Ave,TUCSON,AZ,85719,"1,803.71","1,342.00"
0360.00,360,Ames Distributed Learning Center,2017 Rogers Ave,DOUGLAS,AZ,85607,"2,728.35","2,180.00"
0360.01,360A,Ames Distributed Learning Center Addition,2017 Rogers Ave,DOUGLAS,AZ,85607,"1,183.62",866.00
0360.02,360B,Ames Distributed Learning Center,2017 Rogers Ave,DOUGLAS,AZ,85607,"2,346.50","1,934.00"
0360.03,360C,Ames Distributed Learning Center - Shop,2017 Rogers Ave,DOUGLAS,AZ,85607,"2,608.06","2,575.00"
0362.00,362,TBA,350 N Highland Ave,TUCSON,AZ,85719,"1,391.09","1,058.00"
0366.00,366,College of Law - Court Rooms,240 N Stone,TUCSON,AZ,85701,"3,026.00","2,663.00"
0370.00,370,Paul and Alice Baker Distribution Center,3740 E 34th Street,TUCSON,AZ,85713-5305,"288,558.56","281,865.00"
0374.00,374,2141,2141 E 3rd St,TUCSON,AZ,85719,"4,979.00","4,232.00"
0375.00,375,Bear Canyon - Main House,3591 N Bear Canyon Rd,TUCSON,AZ,85749,"5,766.50","4,321.00"
0375.01,375A,Bear Canyon - Guest House,3591 N Bear Canyon Rd,TUCSON,AZ,85749,932.08,779.00
0375.02,375B,Bear Canyon - Event House,3591 N Bear Canyon Rd,TUCSON,AZ,857549,"4,372.35","2,735.00"
0378.00,378,TBA,1518 E 7th St,TUCSON,AZ,85719,"2,019.00","1,716.00"
0379.00,379,TBA,1554 E 7th St,TUCSON,AZ,85719,"2,518.42","2,012.00"
0380.00,380,TBA,1548 E 7th St,TUCSON,AZ,85719,"1,929.77","1,738.00"
0403.00,403,UA South - PCC Desert Vista Campus,5901 S Calle Santa Cruz,TUCSON,AZ,85709,"1,797.00","1,797.00"
0404.00,404,UA South - PCC East Campus,8181 E Irvington Rd,TUCSON,AZ,85730,"1,396.00","1,396.00"
0406.01,406A,COM Pediatrics Research,"1601 N Tucson Blvd, #23",TUCSON,AZ,85716,"1,650.00","1,095.00"
0406.02,406B,Human Energy Systems Laboratory,"1601 N Tucson Blvd, #16",TUCSON,AZ,85716,"1,110.00",751.00
0406.03,406C,Human Energy Systems Laboratory,"1601 N Tucson Blvd, #17",TUCSON,AZ,85716,"1,924.00","1,379.00"
0406.05,406E,COM Pediatrics Accounting,"1601 N Tucson Blvd, #23A",TUCSON,AZ,85716,750.00,482.00
0406.06,406F,College of Medicine Continuing Education,"1601 N Tucson Blvd, #4",TUCSON,AZ,85716,"1,334.84","1,079.00"
0407.00,407,COM Pediatrics,"1601 N Tucson Blvd, #32",TUCSON,AZ,85716,"1,387.00",892.00
0408.00,408,Native American Research &amp; Training Center,1642 E Helen St,TUCSON,AZ,85719,"2,625.00","2,167.00"
0408.01,408A,Enrollment Management Systems and Communication,1628 E Helen St,TUCSON,AZ,85719,"1,618.00","1,379.00"
0409.00,409,Office For The Responsible Conduct Of Research,1618 E Helen St,TUCSON,AZ,85719,"5,260.00","3,660.00"
0409.01,409A,Student Affairs Systems Group,1618 E Helen St,TUCSON,AZ,85719,"6,415.00","5,079.00"
0412.00,412,UA Visitor Center,811 N Euclid Ave,TUCSON,AZ,85719,"7,688.00","3,701.00"
0413.00,413,Santa Rita House,1219 N Santa Rita Ave,TUCSON,AZ,85719,"1,860.00","1,483.00"
0414.02,414B,TBA,1228 N Santa Rita Ave,TUCSON,AZ,85719,"1,334.00","1,142.00"
0418.00,418,Mabel Storage,1132 E Mabel St,TUCSON,AZ,85719,"1,587.00","1,153.00"
0420.00,420,Esquire Apartments,1230 N Park Ave,TUCSON,AZ,85719,"24,089.00","18,399.00"
0422.01,422A,Storage,1115 E 7 St,TUCSON,AZ,85719,"1,104.00","1,021.00"
0424.01,424A,SLHS Clinic,202 E Speedway Blvd,TUCSON,AZ,85719,"4,095.00","2,969.00"
0425.00,425,AZ Area Health Education Center,1834 E Mabel St,TUCSON,AZ,85719,"2,496.00","1,975.00"
0427.00,427,All of Us Program - Phoenix,"1520 S Dobson, Ste 202",MESA,AZ,85202,"2,960.00","2,960.00"
0428.00,428,Confucius Institute,1215 E Helen St,TUCSON,AZ,85719,"2,467.00","1,624.00"
0429.00,429,Writing Skills Improvement Program Annex,1221 E Helen St,TUCSON,AZ,85719,"1,193.00",890.00
0429.01,429A,UA Bookstores-Tucson Festival of Books,1201 E Helen St,TUCSON,AZ,85719,"1,150.00",786.00
0432.00,432,Geronimo Center A,800 E University Blvd,TUCSON,AZ,85719,"15,320.00","9,652.00"
0437.00,437,Water Resources Research Center,350 N Campbell Ave,TUCSON,AZ,85719,"8,221.00","5,475.00"
0438.00,438,Gender and Women&#39;s Studies,925 N Tyndall Ave,TUCSON,AZ,85719,"16,291.00","11,328.00"
0439.02,439B,AZCC Colon Cancer Prevention,"1430 E Ft Lowell Rd, #301",TUCSON,AZ,85719,"4,724.00","4,298.00"
0440.00,440,Cancer Center GTS,"1430 E Ft Lowell Rd, #303-306",TUCSON,AZ,85719,"3,803.00","2,980.00"
0441.00,441,International Center,915 N Tyndall Ave,TUCSON,AZ,85719,"2,875.00","2,171.00"
0443.00,443,Teach Arizona,1556 W Prince Rd,TUCSON,AZ,85705,"1,540.00","1,540.00"
0444.00,444,Education North,1501 E Speedway Blvd,TUCSON,AZ,85719,"11,301.09","7,347.00"
0446.00,446,Visual Development Lab,2600 N Wyatt Dr,TUCSON,AZ,85712,"1,040.00",784.00
0447.00,447,Theater Arts (Storage),1125 S Park Ave,TUCSON,AZ,85719,"13,065.00","12,240.00"
0451.00,451,Arizona Mining &amp; Mineral Museum,1502 W Washington St,PHOENIX,AZ,85007,"32,000.00","28,000.00"
0453.00,453,School of Natural Resources and the Environment,"525 W State St, Ste 3",HURRICANE,UT,84737,500.00,500.00
0454.00,454,TBA,407 N Mountain Ave,TUCSON,AZ,85719,760.00,581.00
0454.01,454A,TBA,415 N Mountain Ave,TUCSON,AZ,85719,646.00,468.00
0455.00,455,Facilities Management Administration,1240 E Mabel St,TUCSON,AZ,85719,"1,646.00","1,035.00"
0455.01,455A,Facilities Management Administration,1240 E Mabel St,TUCSON,AZ,85719,"2,589.20","1,677.00"
0456.00,456,Faculty Center,1216 E Mabel St,TUCSON,AZ,85719,"1,515.00","1,098.00"
0457.00,457,Physiology,1527 E Mabel St,TUCSON,AZ,85719,"1,731.00","1,199.00"
0459.00,459,UA Coding Boot Camp (FUA),92 W Vaughn,GILBERT,AZ,85233,"5,521.00","5,521.00"
0460.00,460,Facilities Management,1610 N Vine Ave,TUCSON,AZ,85719,"5,148.85","3,418.00"
0460.01,460A,Facilities Management Small Engine Shop,1610 N Vine Ave,TUCSON,AZ,85719,"4,385.00","3,503.00"
0461.00,461,Facilities Management Grounds Trailer,1402 N Vine Ave,TUCSON,AZ,85719,460.00,418.00
0461.01,461A,Facilities Management Grounds Building,1402 N Vine Ave,TUCSON,AZ,85719,603.00,234.00
0461.02,461B,Facilities Management Grounds Storage,1402 N Vine Ave,TUCSON,AZ,85719,277.00,260.00
0463.00,463,COM - Residence of Medical Student Education,700 Cypress Court,TUBA CITY,AZ,86045,"2,759.00","2,345.00"
0465.00,465,Facilities Management Grounds North,1516 E Drachman St,TUCSON,AZ,85719,"2,624.00","2,230.00"
0466.00,466,TBA,1244 N Fremont Ave,TUCSON,AZ,85719,"1,553.00","1,260.00"
0470.00,470,Facilities Management Renovation Services,1200 N Mountain Ave,TUCSON,AZ,85719,"4,364.00","2,139.00"
0471.00,471,ARL Annex,1237 N Mountain Ave,TUCSON,AZ,85719,889.00,648.00
0471.01,471A,Law Annex II - Programs,1203 N Mountain Ave,TUCSON,AZ,85719,"1,505.00","1,160.00"
0471.02,471B,Arizona Center for Integrative Medicine,1249 N Mountain Ave,TUCSON,AZ,85719,"2,376.00","1,933.00"
0472.00,472,COM Global Health Unit,1533 E Mabel St,TUCSON,AZ,85719,"1,212.00",914.00
0474.00,474,TBA,310 N Vine Ave,TUCSON,AZ,85719,882.00,750.00
0475.00,475,Facilities Management,1522 E Drachman St,TUCSON,AZ,85719,"1,792.00","1,543.00"
0476.00,476,Graduate Interdisciplinary Programs North,1548 E Drachman St,TUCSON,AZ,85719,"1,539.00","1,229.00"
0478.00,478,UITS Administrative Technologies,2972 N Campbell,TUCSON,AZ,85719,"5,970.00","5,970.00"
0479.00,479,COPH-Drachman House,1540 E Drachman St,TUCSON,AZ,85719,"2,398.00","1,720.00"
0480.00,480,Broadway Administrative Offices,1700 E Broadway,TUCSON,AZ,85719,"14,062.94","7,397.00"
0482.00,482,Family and Community Medicine-Workforce Development Program,2302 E Speedway Blvd,TUCSON,AZ,85719,"1,200.00","1,012.00"
0483.01,483A,Udall Center For Studies In Public Policy,803 E 1 St,TUCSON,AZ,85719,"2,031.00","1,431.00"
0483.02,483B,Udall Center For Studies In Public Policy,811 E 1 St,TUCSON,AZ,85719,"2,031.00","1,426.00"
0483.03,483C,Honors West,819 E 1 St,TUCSON,AZ,85719,"3,316.00","2,111.00"
0483.04,483D,Udall Center For Studies In Public Policy,1018 - 1020 N Euclid Ave,TUCSON,AZ,85719,"1,188.00",886.00
0484.00,484,Herder Building,"2033 E Speedway, Ste 202 &amp; 203",TUCSON,AZ,85721,"5,520.00","4,590.00"
0485.00,485,SIROW,1037 E. 34th Street,TUCSON,AZ,85713,"1,781.00","1,781.00"
0486.00,486,National Institute for Civil Discourse,1504 W First Ave Ste 219,GRANDVIEW HEIGHT,OH,43212,433.00,433.00
0488.00,488,UA-Yuma Academic Center,7875 E 24th St,YUMA,AZ,85365,"4,591.00","3,863.00"
0489.00,489,Asthma/Airway Disease Rsch Ctr - Lease,191 Highway,CHINLE,AZ,86503,"1,043.00","1,043.00"
0490.00,490,Arizona Materials Laboratory,4715 E Ft Lowell Rd,TUCSON,AZ,85712,"18,567.00","12,338.00"
0490.01,490A,Arizona Materials Laboratory,4717 E Ft Lowell Rd,TUCSON,AZ,85712,"26,351.00","18,777.00"
0491.00,491,Alvernon Admin Offices,655 N Alvernon Way,TUCSON,AZ,85711,0.00,"34,597.00"
0492.00,492,CT Medical Imaging - Lease,4291 N Campbell Ave,TUCSON,AZ,85719,395.00,395.00
0493.00,493,Facilities Management Electric Shop,1235 N Mountain Ave,TUCSON,AZ,85719,"4,179.54","2,046.00"
0494.00,494,UA Foundation Annex - Regional Development,1241 N Mountain Ave,TUCSON,AZ,85719,"1,694.00","1,212.00"
0496.00,496,Steward Observatory - Storage,2720 S Craycroft,TUCSON,AZ,85707,706.00,600.00
0498.00,498,U Of A Motor Pool Garage,1597 E 16 St,TUCSON,AZ,85719,"5,828.00","4,750.00"
0498.01,498A,U Of A Motor Pool Office Building,1597 E 16 St,TUCSON,AZ,85719,989.00,930.00
0500.00,500,Michael J. Drake Building,1415 N 6 Ave,TUCSON,AZ,85705,"49,123.00","42,118.00"
0502.00,502,Health Promotion And Wellness Center,1030 N Alvernon Way,TUCSON,AZ,85711,"9,246.00","6,473.00"
0503.00,503,TBA,1509 E Mabel St,TUCSON,AZ,85719,"1,256.00",958.00
0506.00,506,Oro Valley Veterinary Medicine Facility,1580 E Hanley Blvd,ORO VALLEY,AZ,85737,"30,139.06","21,041.00"
0509.00,509,TBA,1208 E Mabel St,TUCSON,AZ,85721,"1,062.90",823.00
0512.00,512,TBA,1200 E Mabel St,TUCSON,AZ,85719,"1,190.14",962.00
0513.00,513,TBA,1128 E Mabel St,TUCSON,AZ,85719,"1,250.00","1,039.00"
0514.00,514,Pima County Cooperative Extension Teaching Kitchen and Garden,2205 S 4 Ave,TUCSON,AZ,85713,"2,108.78","1,457.00"
0519.00,519,The &#39;A&#39; Store - Park Place,5870 E Broadway Blvd,TUCSON,AZ,85711,"1,546.00","1,402.00"
0520.00,520,TBA,1504  E 7 St,TUCSON,AZ,85719,964.00,726.00
0522.00,522,The Raul H and Patricia M Castro Border Studies and Outreach Center,429 W Crawford St,NOGALES,AZ,85621,"6,268.00","5,328.00"
0528.00,528,SBS Tyndall Annex,935 N Tyndall Ave,TUCSON,AZ,85719,"1,151.00",894.00
0529.00,529,Global Initiatives,939 N Tyndall Ave,TUCSON,AZ,85719,"1,122.00",815.00
0530.00,530,Udall Center Annex And Library,943 N Tyndall Ave,TUCSON,AZ,85719,"1,151.00",900.00
0532.00,532,Defense and Security Research Institute,101 N Wilmot,TUCSON,AZ,85711,131.00,123.00
0536.00,536,Pinal County Cooperative Extension,"820 E Cottonwood Ln, Bldg E",CASA GRANDE,AZ,85122,"3,950.00","3,950.00"
0539.00,539,All of Us Program - Phoenix,1441 N 12th St,PHOENIX,AZ,85006,0.00,"3,900.00"
0540.00,540,TBA,1501 E Mabel St,TUCSON,AZ,85719,"2,722.00","2,314.00"
0544.00,544,Steward Observatory,4051 S Longfellow Ave,TUCSON,AZ,85714,"8,100.00","7,695.00"
0546.00,546,TBA - Phoenix,706 N 7th St,PHOENIX,AZ,85006,"2,614.00","2,222.00"
0552.00,552,Tri Delta - Lease,1541 E 2 St,TUCSON,AZ,85719,"14,346.00","14,346.00"
0571.00,571,Law Annex,1201 N Santa Rita Ave,TUCSON,AZ,85719,"2,321.00","1,588.00"
0572.00,572,Arthritis And Disability Assessment Center,1333 N Cherry Ave,TUCSON,AZ,85719,"1,703.00","1,382.00"
0573.00,573,Facilities Management Custodial,1526 E Lester St,TUCSON,AZ,85719,"1,272.00","1,022.00"
0605.00,605,Indian Ruins Guest House,2799 N Indian Ruins Rd,TUCSON,AZ,85715,551.00,482.00
0606.00,606,Indian Ruins Lab,2799 N Indian Ruins Rd,TUCSON,AZ,85715,658.00,580.00
0607.00,607,Indian Ruins Main House,2799 N Indian Ruins Rd,TUCSON,AZ,85715,"1,188.00","1,047.00"
0650.00,650,UA College of Law,801 W Congress,TUCSON,AZ,85745,638.00,638.00
0801.00,801,Tumamoc Hill - Main Library,1675 W Anklam Rd,TUCSON,AZ,85745,"4,420.00","3,492.00"
0802.00,802,Tumamoc Hill - Old Chemistry,1675 W Anklam Rd,TUCSON,AZ,85745,"1,363.00",998.00
0803.00,803,Tumamoc Hill - USGS,1675 W Anklam Rd,TUCSON,AZ,85745,"1,624.00","1,309.00"
0804.00,804,Tumamoc Hill - Sykes Lab,1675 W Anklam Rd,TUCSON,AZ,85745,"3,122.00","2,884.00"
0805.00,805,Tumamoc Hill - Sykes Lab Annex,1675 W Anklam Rd,TUCSON,AZ,85745,980.00,912.00
0806.00,806,Tumamoc Hill - Storage Shed A,1675 W Anklam Rd,TUCSON,AZ,85745,"1,182.00","1,100.00"
0807.00,807,Tumamoc Hill - Storage Shed B,1675 W Anklam Rd,TUCSON,AZ,85745,150.00,138.00
0808.00,808,Tumamoc Hill - Storage Shed C,1675 W Anklam Rd,TUCSON,AZ,85745,100.00,90.00
0810.00,810,Tumamoc Hill - Inactive,1675 W Anklam Rd,TUCSON,AZ,85745,192.00,134.00
0811.00,811,Tumamoc Hill - Boathouse,1675 W Anklam Rd,TUCSON,AZ,85745,800.00,680.00
0812.00,812,Tumamoc Hill - Boathouse Annex,1675 W Anklam Rd,TUCSON,AZ,85745,144.00,112.00
0813.00,813,Tumamoc Hill - Residence,1651 W Anklam Rd,TUCSON,AZ,85745,"1,338.29",730.00
0814.00,814,Tumamoc Hill - Residence,1651 W Anklam Rd,TUCSON,AZ,85745,"1,840.00",958.00
0851.00,851,Tumamoc Hill - 14&quot; Telescope,1675 W Anklam Rd,TUCSON,AZ,85745,196.00,176.00
0852.00,852,Tumamoc Hill - 21&quot; Telescope,1675 W Anklam Rd,TUCSON,AZ,85745,322.00,292.00
0854.00,854,KUAT Transmitting Station,Tumamoc Hill,TUCSON,AZ,85745,699.00,620.00
0901.00,901,Kitt Peak Observatory - 36 Inch,South State Highway 386,SELLS,AZ,85735,"3,410.00","2,900.00"
0902.00,902,Kitt Peak Observatory,South State Highway 386,SELLS,AZ,85735,"2,788.00","2,289.00"
0903.00,903,Kitt Peak Observatory - 90 Inch,South State Highway 386,SELLS,AZ,85735,"7,159.00","6,331.00"
0904.00,904,Kitt Peak Observatory,South State Highway 386,SELLS,AZ,85735,254.00,203.00
0905.00,905,Kitt Peak Observatory,South State Highway 386,SELLS,AZ,85735,754.00,673.00
0907.00,907,Kitt Peak Observatory,South State Highway 386,SELLS,AZ,85735,108.00,96.00
0908.00,908,Kitt Peak Maintenance Supervisor Residence,South State Highway 386,SELLS,AZ,85735,864.00,786.00
0909.00,909,Kitt Peak Dorm,South State Highway 386,SELLS,AZ,85735,"1,344.00","1,174.00"
0910.00,910,Spacewatch Telescope - 72 Inch,South State Highway 386,SELLS,AZ,85735,"1,675.00","1,009.00"
0911.00,911,Kitt Peak 12-mm Wave Telescope,South State Highway 386,SELLS,AZ,85735,"7,088.00","6,528.00"
0912.00,912,Kitt Peak Radio Telescope Dormitory,South State Highway 386,SELLS,AZ,85735,"1,414.00","1,230.00"
0913.00,913,Kitt Peak Radio Telescope Recreation Building,South State Highway 386,SELLS,AZ,85735,569.00,505.00
0914.00,914,Kitt Peak Radio Telescope Electronics Bldg,South State Highway 386,SELLS,AZ,85735,"2,456.00","2,085.00"
0915.00,915,Kitt Peak Radio Telescope Operator Residence,South State Highway 386,SELLS,AZ,85735,710.00,631.00
1011.00,1011,Sierra Vista Campus,1140 N Colombo Ave,SIERRA VISTA,AZ,85635,"13,164.00","9,694.00"
1013.00,1013,U Of A South Academic Technology Building,1140 N Columbo Ave,SIERRA VISTA,AZ,85635,"23,388.00","14,875.00"
1014.00,1014,UA South Campus Foreign Language Building,1140 N Colombo Ave,SIERRA VISTA,AZ,85635,"3,832.00","2,752.00"
1015.00,1015,UA South Arizona Folklore Facility,56 E Folklore Trail,HEREFORD,AZ,85615,"4,000.00","3,400.00"
1015.01,1015A,UA South-Moffett House,60 E Folklore Trail,HEREFORD,AZ,85615,861.00,732.00
1021.00,1021,UA South-Douglas,4190 W Hwy 80,DOUGLAS,AZ,85607,"2,601.00","2,399.00"
1022.00,1022,UA South,901 N Colombo Ave,SIERRA VISTA,AZ,85635,147.00,134.00
1050.00,1050,San Xavier Mine,6200 W Ocotillo Ranch Rd,SAHUARITA,AZ,85629,"1,253.00","1,166.00"
1051.00,1051,San Xavier Mine Classroom Building,6200 W Ocotillo Ranch Rd,TUCSON,AZ,85629,"4,801.00","4,325.00"
1052.00,1052,San Xavier Mine - Garage,6200 W Ocotillo Ranch Rd,SAHUARITA,AZ,85629,"1,800.00","1,800.00"
11001.00,11001,Pima Community College- West Campus,2202 W Anklam Rd,TUCSON,AZ,85745,0.00,0.00
11002.00,11002,Flowing Wells High School,3725 N Flowing Wells Rd,TUCSON,AZ,85705,0.00,0.00
11003.00,11003,Pima Community College- Downtown Campus,1255 N Stone Ave,TUCSON,AZ,85709,0.00,0.00
11004.00,11004,Pima Community College - Desert Vista Campus,5901 S Calle Santa Cruz,TUCSON,AZ,85709,0.00,0.00
11005.00,11005,Pima Community College - East Campus,8181 E Irvington Rd,TUCSON,AZ,85709,0.00,0.00
11006.00,11006,Hillel Building,1245 E 2nd St,TUCSON,AZ,85719,0.00,0.00
11007.00,11007,Arizona Western College-Yuma,&nbsp;,&nbsp;,AZ,&nbsp;,0.00,0.00
11008.00,11008,Fort Huachuca,&nbsp;,&nbsp;,AZ,&nbsp;,0.00,0.00
11009.00,11009,Science and Tech Park,9040 S Rita Rd,TUCSON,AZ,85747,0.00,0.00
1101.00,1101,Catalina Observatory Site 1 - 16 Inch Schmidt Telescope,Mt. Lemmon,MOUNT LEMMON,AZ,85619,314.00,254.00
11010.00,11010,Central Arizona College-Signal Peak,&nbsp;,&nbsp;,AZ,&nbsp;,0.00,0.00
11011.00,11011,Rehabilitation Service Administration,4710 E. 29th,TUCSON,AZ,&nbsp;,0.00,0.00
11012.00,11012,Paradise Valley College-K Building,&nbsp;,&nbsp;,AZ,&nbsp;,0.00,0.00
11013.00,11013,Little Chapel of All Nations,&nbsp;,&nbsp;,AZ,&nbsp;,0.00,0.00
11014.00,&nbsp;,Cochise College - Sierra Vista,901 N Colombo Ave,SIERRA VISTA,AZ,85635,0.00,0.00
11015.00,11015,Arizona Western-College San Luis Technology Institute,1135 N Main St,SAN LUIS,AZ,85349,0.00,0.00
11016.00,11016,Dunbar Cultural Center,325 W 2 St,TUCSON,AZ,85705,0.00,0.00
1102.00,1102,Catalina Observatory Site 1 - 61 Inch Telescope,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"2,957.00","2,678.00"
1103.00,1103,Catalina Observatory Site 1 - Dormitory,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"2,422.00","2,104.00"
1104.00,1104,Catalina Observatory Site 1 - Garage/Storage,Mt. Lemmon,MOUNT LEMMON,AZ,85619,487.00,441.00
1106.00,1106,Catalina Observatory Site 1 - Water Pump House,Mt. Lemmon,MOUNT LEMMON,AZ,85619,105.00,105.00
1200.00,1200,KUAT Radio-TV Transmitter,Mt. Bigelow,MOUNT LEMMON,AZ,85619,"1,150.00","1,021.00"
1201.00,1201,KUAT Radio-TV Transmitter,Mt. Bigelow,MOUNT LEMMON,AZ,85619,838.00,744.00
1350.00,1350,High Altitude Laboratory,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"2,427.00","2,311.00"
1351.00,1351,High Altitude Laboratory,Mt. Lemmon,MOUNT LEMMON,AZ,85619,100.00,90.00
1401.00,1401,Mt Lemmon Observatories - 60 Inch Telescope,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"1,018.00",916.00
1402.00,1402,Mt Lemmon Observatories - 12 Foot Observatory,Mt. Lemmon,MOUNT LEMMON,AZ,85619,123.00,111.00
